,Name,category,country,num_episodes,aired,watchers,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url,sid,num_reviews
1156,last cinderella,Drama,Japan,11.0,2013,18759,7.8,9510,"Shinohara Ryoko,Miura Haruma,Fujiki Naohito,Nanao,Iijima  Naoko,Ohtsuka Nene","Comedy,Romance,Drama "," Older Woman/Younger Man,Hairstylist,Sassy Female Lead,Love Triangle,Age Gap [Drama Life],Age Gap [Real Life],Manipulative Male Lead,Mother-in-law-Daughter-in-law Relationship,Erectile Dysfunction,Ulterior Motive  ","Sakura is a single 39-year-old woman. She works at a beauty salon as its vice manager. Sakura makes customers pretty, but she isn't interested in making herself pretty. She envies falling in love, but at the same time is afraid of falling in love. One day, at a party, Sakura meets Hiroto, who is much younger than Sakura. Hiroto is a bike rider and is attracted to Sakura.
Meanwhile, Rintaro is a manager at the beauty salon where Sakura works. Rintaro likes making biting remarks, drinking alcohol and using his scissors.",https://i.mydramalist.com/M3ORAc.jpg?v=1,6024.0,2805.0
1157,your sensibility my destiny,Drama,China,24.0,2021,2776,7.8,875,"Bu Guan Jin,Wang Xing Yue,Zhang Xue Han,Zhan Yu,Nie Zi Hao,Liu Yi Tong","Historical,Comedy,Romance,Wuxia "," Age Gap,Cold Male Lead,Adapted From A Novel,Emotionless Male Lead,Jianghu,Bright Female Lead,Eccentric Female Lead,Web Series,Contract Relationship  ","A quirky jianghu heroine meets a lonesome lord who has no emotions and no senses. Through a mixup, a ""sweet"" destiny begins when he finds the woman with the ability to make him feel.

After getting lost again due to her poor sense of direction while on a run from the people after her, Lin Chi mistakenly gets on the carriage owned by Mo Qing Chen. Through an accidental touch, Mo Qing Chen, a man who was born without any feelings, is given a ""key"" to perceive the world. The unexpected turn of events marks the start of a relationship that begins from a contract and deepens as they gradually grow to become lovers.",https://i.mydramalist.com/eq5pQ_4c.jpg?v=1,37053.0,559.0
1158,when you love yourself,Drama,South Korea,6.0,2018,2015,7.8,835,"Jung Min Gyu,Sat Byeol,Han Se Jin,Lee Gu Seul,Han Chae Kyung,Han Yi Young","Comedy,Romance,Life,Drama "," Short Length Series,Independent Female Lead,Beauty Standards,Miniseries,High School,Male Chases Female First,Friends To Lovers,Social Problems,Strong Female Lead,Web Series  ","Can I be happy if I meet someone's standards?
How to love myself as I am?",https://i.mydramalist.com/Y3wNec.jpg?v=1,24129.0,417.0
1159,"miss ma, nemesis",Drama,South Korea,32.0,2018,1585,7.8,500,"Kim Yoon Jin,Go Sung Hee,Choi Kwang Je,Jung Woong In,CNU,Sung Ji Ru","Thriller,Mystery,Drama "," Competent Female Lead,Police Department,Hatred,Tough Female Lead,Hidden Past,Fake Identity,Secret,Crime Against Children,Greed,Agatha Christie Adaptation  ","Ms. Ma was falsely accused of killing her daughter. After she escapes from prison,  she tries to clear her name and reveal the truth about her daughters death.",https://i.mydramalist.com/bKo8Nc.jpg?v=1,22212.0,344.0
1160,my first first love,Drama,South Korea,8.0,2019,42438,7.8,21210,"Kim Ji Soo,Jung Chae Yeon,Jung Jin Young,Choi Ri,Kang Tae Oh,Hong Ji Yoon","Comedy,Romance,Youth,Drama "," Childhood Friends,Best Friends,Nice Male Lead,Strong Friendship,First Love,Friends To Lovers,Cohabitation,Coming Of Age,Love Triangle,Cheerful Male Lead  ","A group of Yoon Tae Ohs friends suddenly move into his house for their own personal reasons, where they experience love, friendships, and struggles. Song-I and Tae Oh have been friends since they were three years old; Choi Hoon is an aspiring theater actor; Ga Rin is an heiress to a rich family.

When Song-I meets another friend of Tae OhDo Hyeon, who acts cold to girls and works several jobstheir friendship is tested.",https://i.mydramalist.com/Xe6Wwc.jpg?v=1,23048.0,3464.0
1161,cinderella and the four knights,Drama,South Korea,16.0,2016,77167,7.8,40346,"Park So Dam,Jung Il Woo,Ahn Jae Hyun,Lee Jung Shin,Choi Min Sung,Son Na Eun","Friendship,Comedy,Romance,Drama "," Cohabitation,Hardworking Female Lead,Reverse-Harem,Rich Male Lead,Housemates,Rich Man/Poor Woman,Cold Man/Warm Woman,Multiple Mains,Strong Female Lead,Forbidden Love  ","Eun Ha Won is in her third year of high school with dreams of becoming a teacher. Unattached from her father, step-mother, and step-sister, and poorly treated by them, Ha Won still manages to maintain her bright personality and strong set of morals, working various part-time jobs to pay for her upcoming university tuition fees and keeping her eyes firmly glued to her goals.
Meanwhile, in another part of the city are three spoiled cousins, Ji Woon, Hyun Min, and Seo Woo, living together in a mansion called Sky House. With their wildly different personalities - Ji Woon a tough guy, Hyun Min a playboy, and Seo Woo a musician - they all deeply dislike each other and prefer to be as far away from each other as possible.
One day, their grandfather orders his 3 grandsons to attend his 5th wedding ceremony. Hyun Min doesn't want to go, but ultimately ends up hiring Ha Won to be his date for 3 hours so he can upstage his grandfather. His plans don't completely pan out, however, when the grandfather witnesses Ha Won's no-nonsense attitude towards Hyun Min and decides to hire her as a live-in butler and drill sergeant of sorts at Sky House. What follows is a lot of shenanigans, love triangles, drama, and plenty of sass.",https://i.mydramalist.com/dRnx5c.jpg?v=1,13424.0,7500.0
1162,gokusen 3,Drama,Japan,11.0,2008,10099,7.8,5839,"Nakama Yukie,Takaki Yuya,Miura Haruma,Ishiguro Hideo,Nakama Junta,Kiriyama Akito","Action,Comedy,Youth,Drama "," Teacher Female Lead,Signature Move,Delinquent,Mafia,High School,Yakuza,Strong Female Lead,Adapted From A Manga,School,Friendship  ","Sawatari Goro now works at Akado High School as a vice principal. Although the head director of the school board specifically orders him to handle the problematic class 3-D, the students are just too much for him. So Sawatari goes far away to a southern island to search for Yankumi, and convince her to work for Akado. Yankumi accepts the offer, only to find that her class (again) is full of punks, where two rival groups of students are always at each other's throats. Will Yankumi's strong belief in students and teaching work this time?

~~ Adapted from the manga Gokusen (????) by Morimoto Kozueko (????).",https://i.mydramalist.com/1wgdQc.jpg?v=1,26.0,1314.0
1163,diary of tootsies,Drama,Thailand,12.0,2016,5459,7.8,2184,"Petch Paopetch Charoensook,Pingpong Thongchai Thongkanthom,Ter Ratthanant Janyajirawong,Peak Pattarasaya Kreursuwansiri,JJ Krissanapoom Pibulsonggram,Suchao Pongwilai","Friendship,Comedy,Romance "," LGBTQ+,Age Gap [Real Life],Lesbian Female Lead,Gay Male Lead,Lesbian Romance,Gay Romance,Flirty Female Lead,Flirty Male Lead,Writer,Cross-Dressing  ","The story of three gays who got their heartbroken on the same day and their lesbian friend who gives them comfort even though her heart was not broken. They vow to find ""mates"" before the New year. Join them on this amazing journey of their ups and downs, their happiness and sadness, their never'ending friendships, and great adventures. They're sassy, they're bitches and they're tootsies.

~~  Based on an online diary of Teerthwit Setthachai (Cha).",https://i.mydramalist.com/xj7qzc.jpg?v=1,13738.0,506.0
1164,see you after quarantine?,Drama,Taiwan,10.0,2021,2756,7.8,1339,"Lance Chiu,Akihiro Kawai,Aaron Lai","Comedy,Romance "," Gay Male Lead,Short Length Series,Gay Romance,Internet Romance,Quarantine,COVID-19,Bilingual,Intercountry Romance,Secret Crush,Love At First Sight  ","A Japanese man and a young Taiwanese man. Encounters and love happen in the frame of the screen. Even if the epidemic limits the connection between people, it can't restrain the destined romance.",https://i.mydramalist.com/W6Dz5_4c.jpg?v=1,42770.0,508.0
1165,u-prince: the lovely geologist,Drama,Thailand,4.0,2016,4471,7.8,2170,"Cherreen Nachjaree Horvejkul,Kacha Nontanun Anchuleepradit,Alice Tsoi,Kang Korn Sirisorn,Gun Korawit Boonsri,Namtan Tipnaree Weerawatnodom","Comedy,Romance,School,Youth "," Innocent Male Lead,Warm Man/Cold Woman,Archeology,Male Chases Female First,Eccentric Male Lead,Nice Male Lead,Tragic Past,College Life,Betrayal,Cold Female Lead  ","T-Rex is majoring in Geology at the Faculty of Science. He is known for being a huge fan of dinosaurs. One day he falls in love with a girl and decides to persistently pursue her, especially after he finds out that she has a boyfriend who treats her badly.",https://i.mydramalist.com/Q5lpAc.jpg?v=1,13626.0,980.0
1166,use for my talent,Drama,China,24.0,2021,12829,7.8,4385,"Jasper Liu,Shen Yue,Dai Yun Fan,Charles Lin,Huang Si Rui,Su Meng Di","Friendship,Business,Comedy,Romance "," Secondary Couple,Mysophobia,Phobia,Boss-Employee Relationship,Office Romance,Rich Man/Poor Woman,Rich Male Lead,Opposites Attract,Male Chases Female First,Multiple Couples  ","Because of his incomplete family, Gu Ren Qi has a closed up personality and mysophobia. Shi Shuang Jiao used to have a happy family, but later lost her mother in a car accident, and became a slovenly person. The two became acquainted when Shi Shuang Jiao becomes an employee in Gu Ren Qi's cleaning company. The two became closer as they get to know each other. Under each other's influence, they began to heal from their wounds.",https://i.mydramalist.com/jNLYb_4c.jpg?v=1,24378.0,1508.0
1167,watashi wo hanasanaide,Drama,Japan,10.0,2016,3122,7.8,709,"Ayase Haruka,Miura Haruma,Mizukawa Asami,Suzuki Rio,Nakagawa Tsubasa,Mizuki Sakura","Psychological,Romance,Drama,Melodrama "," Regret,Moral Dilemma,Calm Female Lead,Organ Donation,Jealousy,Clone,Tearjerker,Survival,Dystopia,Death  ","Hoshina Kyoko, Doi Tomohiko and Sakai Miwa have been leading ordinary lives working as adults. Raised at Yoko Gakuen which was isolated from the world and located on the mountain, the three of them enjoyed child-like lives and education and were supposed to be normal children. One day, they were told by their principal Kamikawa Emiko that they are special children who have been given a mission from birth and were informed of their true destiny. The three are actual clones and they were produced for eventual organ harvesting.",https://i.mydramalist.com/Q5yZ6c.jpg?v=1,13316.0,326.0
1168,tokyo dogs,Drama,Japan,10.0,2009,8446,7.8,4051,"Oguri Shun,Mizushima Hiro,Yoshitaka Yuriko,Katsuji Ryo,Miura Tomokazu ,Ohtsuka Nene","Action,Thriller,Comedy "," Suspense,Police Department,Miniseries,Eccentric Male Lead,Housemates,Amnesia,Bromance,Detective  ","Takakura So witnessed his father's murder at a young age. Pledging to catch the killer, he grows up to become an elite cop in New York City, where the criminal lives. His character is cool-headed and disciplined, yet adapts well. Because of major drug dealings, he gets sent to Tokyo to conduct a joint investigation with the Japanese police. There, he gets teamed up with, Kudo Maruo, a detective from a special investigative division. Kudo is a hot-blooded fighting expert due to his earlier days as a delinquent, but he makes a strong impression with his stylish appearance and is always interested in going on group dates. His personality, interests, and investigation methods are completely mismatched with Takakura's, but the two somehow work together to crack the case they've been given.",https://i.mydramalist.com/AYRpqc.jpg?v=1,27.0,1029.0
1169,moebius: the veil,Drama,South Korea,2.0,2021,1060,7.8,462,"Park Ha Sun,Jung Moon Sung,Jang Young Nam,Hwang Hee,Choi Deok Moon,Kim Jong Tae","Action,Thriller,Mystery,Crime "," Miniseries,Investigation,Suspense  ","The story of when Agent Seo Soo Yeon, who returns from China, gets involved in a dangerous deal with Agent Jang Chun Woo.",https://i.mydramalist.com/wB2X1_4c.jpg?v=1,43986.0,321.0
1170,singing all along,Drama,China,50.0,2016,2342,7.8,501,"Ruby Lin,Yuan Hong,Li Jia Hang,Wang Yuan Ke,Kenny Kwan,Zong Feng Yan","Military,Historical,Romance,Wuxia "," Power Struggle,Sword-fight,Strong Friendship,Strong Female Lead,Devoted Couple,Han Dynasty,Smart Female Lead,Death,Rebellion,Adapted From A Novel  ","Based off books by author Li Xin, the drama is being produced by Ruby Lin's own production company. 

Liu Xiu fell in love with Yin Lihua the moment he laid eyes on her, commenting that his ideal job would be as a chamberlain of the imperial insignia, and the ideal wife would be Yin Lihua. He actually ended up becoming the founder of the Eastern Han dynasty, reinstating the House of Liu as the imperial family after Wang Mang had usurped the throne in 9 AD.",https://i.mydramalist.com/LwJgDc.jpg?v=1,7398.0,267.0
1171,count your lucky stars,Drama,China,34.0,2020,8661,7.8,2701,"Shen Yue,Jerry Yan,Miles Wei,Jackie Li,Shen Yao,Wang Sen","Business,Comedy,Romance,Life,Drama "," Unlucky Female Lead,Fashion,Fashion Designer,Age Gap,Exchanging Luck,Older Man/Younger Woman,Love/Hate Relationship,Fluffy,Hidden Past,Brothers Love Same Woman  ","A legend in the world of fashion, Lu Xing Cheng is known for his discerning eye, impeccable taste, and unbelievable luck. Hes also known for his sharp tongue and puffed up personality but when anything he works on becomes an instant success, hes entitled to a certain number of airs. At the top of his game, Xing Cheng really does have it all. 

Struggling to get by on the opposite end of the spectrum is Tong Xiao You, an unknown fashion designer with an never-ending string of bad luck. Eternally jinxed, Xiao You could spend the rest of her life working hard and never manage to get ahead. Every day is a struggle and shes just doing what she can to survive. Little does she know her luck is about to change! When fate brings Xing Cheng and Xiao You together in an unusual and unexpected way, the two find that their luck has been reversed. Suddenly an overnight success, Xiao You finds herself basking in the spotlight while Xing Cheng desperately searches for a way to rid himself of his current string of bad luck. But will getting his old life back really bring Xing Cheng the happiness he desires, or will spending time with Xiao You reveal a path into an even brighter future?",https://i.mydramalist.com/RQZPP_4c.jpg?v=1,27320.0,1160.0
1172,the cupids series: kammathep jum laeng,Drama,Thailand,7.0,2017,956,7.7,456,"Alek Teeradetch Metawarayut,Prang Kannarun Wongkajornklai,Toon Hiranyasap,Mai Sukontawa Kerdnimit,Nhing Nirut Sirijanya,Lift Supoj Janjareonborn","Comedy,Romance "," Fated Love,Soulmates,Adapted From A Novel,Opposites Attract,Jealousy,Miniseries,Fate  ","Parima have bad love experience, so she afraid of love and intend to consecrate harm all of her life. Her friends gang call her nun. But its not easy when she meet Kawin a half-cast boy. He is looking for his mom and the only clue to find his mother is a locket. Parima doesn't know that Kawin is Kevin Blake the owner of ""World-Class Match Maker.""",https://i.mydramalist.com/OBQ7dc.jpg?v=1,16450.0,248.0
1173,2 moons 2,Drama,Thailand,12.0,2019,20561,7.8,11462,"Earth Teerapat Ruangritkul,Ben Benjamin Brasier,Joong Archen Aydin,Nine Kornchid Boonsathitpakdee,Pavel Naret Promphaopun,Dome Woranart Ratthanaphast","Comedy,Romance,School,Youth "," Multiple Couples,College Life,Gay Character,Adapted From A Novel,LGBTQ+,Best Friends,Love At First Sight,Multiple Mains,First Love,Gay Romance  ","Wayo is accepted to Kantaphat University in the Faculty of Sciences. There he reencounters Phana, a second-year boy he's long been in love with, though he had never managed to talk to him. When Wayo has the chance to become the moon of his faculty, the two are thrust together as Phana, himself the former moon of the medical faculty, must supervise the freshmen participating in the competition. Despite a scathing first encounter, the two slowly get closer and closer. Wayo gets to know Phana's friends, Beam and Kit; Kit who Ming, Wayos best friend, forms an unlikely bond with and who he begins to court despite Kit's initial distaste.",https://i.mydramalist.com/dd0wAc.jpg?v=1,23061.0,1866.0
1174,chihayafuru: tsunagu,Drama,Japan,5.0,2018,1786,7.7,627,"Hirose Suzu,Nomura Shuhei,Mackenyu,Matsuoka Mayu,Kaku Kento,Kamishiraishi Mone","Friendship,School,Sports "," Karuta,Kurata - Uta-garuta,School Club,High School,Adapted From A Manga,Competition  ","It will connect the story of the second film, Chihayafuru: Shimo no Ku, with the upcoming film, Chihayafuru: Musubi. It will also include behind-the-scenes footage and cast interviews.",https://i.mydramalist.com/4DwmYc.jpg?v=1,20399.0,231.0
1175,meitantei conan,Drama,Japan,13.0,2011,2641,7.8,1293,"Mizobata Junpei,Kutsuna Shiori,Akimoto Sayaka,Ohtsuka Nene,Jinnai Takanori,Ueno Natsuhi",Mystery ," Adapted From A Manga,Detective,Detective Male Lead,Death,Murder,Investigation  ","Three months before high school sleuth Kudo Shinichi (Mizobata Junpei) is made to drink poison by a mysterious organisation and becomes Edogawa Conan, he receives a succession of written challenges giving him notice of murders. Using his brilliant deductive ability, he untangles affairs and loves to solve the riddle of the impossible murders.",https://i.mydramalist.com/L2NY7c.jpg?v=1,2666.0,348.0
1176,shinzanmono,Drama,Japan,10.0,2010,1364,7.7,598,"Abe Hiroshi,Kuroki Meisa,Mukai Osamu,Mizobata Junpei,Kimura Yuichi,Izumiya Shigeru",Mystery ," Investigation,Detective,Adapted From A Novel,Shinzanmono Series,Miniseries  ","In the Ningyo-cho area of Nihonbashi, Tokyo - a woman was murdered. Detective Kaga Kyoichiro, who just transferred to the Nihonbashi police precinct, is placed in charge of the murder case. With virtually the entire residents of Ningyo-cho's shopping street emerging as suspects, Detective Kaga must use his keen sense of deductive reasoning to uncover the truth.

~~ Adapted from the 2009 novel ""Shinzanmono"" (Kaga Kyoichiro Series #8) by Higashino Keigo.",https://i.mydramalist.com/Rn0AE_4c.jpg?v=1,247.0,190.0
1177,doki no sakura,Drama,Japan,10.0,2019,826,7.8,302,"Takahata Mitsuki,Hashimoto Ai,Mackenyu,Ryusei Ryo,Okayama Amane,Aibu Saki","Friendship,Drama,Family "," Eccentric Female Lead,Office Worker,Older Woman/Younger Man  ","Sakura grew up on a remote island. She has a dream, which is to build a bridge on her island. In the spring of 2009, Sakura joins a big construction company. She does not hesitate to tell her colleagues about her dream to build a bridge. Sakura's determination to accomplish her dream affects the colleagues at her company.",https://i.mydramalist.com/QNR54c.jpg?v=1,27472.0,116.0
1178,everything and nothing,Drama,South Korea,4.0,2019,4610,7.7,1929,"Yoon Chan Young,Park Si Eun,Seo Jung Yeon,Baek Seung Hwan,Kim Jong Tae,Lee Hang Na","Romance,School,Youth,Melodrama "," Adolescence,Student,Cold Female Lead,Pianist,Mother-Son Relationship,Mother-Daughter Relationship,Character Development,Nice Male Lead,Lying,Youth Romance  ","The story follows the pain and growth of 17-year-old Min Jae and Seo Yeon. Min Jae is an ordinary, male high school student. He doesn't talk much and he has a bit of a sensitive personality. Min Jae gets good grades and doesn't cause trouble.
Seo Yeon attends the same high school as Min Jae. They also graduated from the same middle school. She is an ordinary, female high school student. Two years ago, her parents divorced. Since then, she has lived with her mother.",https://i.mydramalist.com/enDv8c.jpg?v=1,27321.0,859.0
1179,no secrets,Drama,China,32.0,2019,2556,7.8,670,"Qi Wei,Jin Han,Sunny Wang,Maggie Huang,Ancy Deng,Huang Yi Lin","Thriller,Romance,Drama,Supernatural "," Older Woman/Younger Man,Age Gap,Mind Reading,Special Power,Revenge,Tragic Past,Healing,Orphan Male Lead,Strong Female Lead,Amnesia  ","A story about a young man who can read people's minds and a worthless lawyer who come to protect each other.

A tragic case from the past revolving around a car accident connects the lives of Lin Xing Ran and Jiang Xia. 
After 10 years, the young man who can read minds and the impulsive public defender meet again. Meanwhile, Zhang Xiao Yang  is Lin Xing Ran's boss who has a reputation for never having lost a single case while Gu Si Yu is a colleague who becomes a bitter rival.",https://i.mydramalist.com/kE2Rjc.jpg?v=1,25357.0,388.0
1180,guilty akuma to keiyakushita onna,Drama,Japan,11.0,2010,1596,7.7,667,"Kanno Miho,Tamaki Hiroshi,Kichise Michiko,Karasawa Toshiaki,Yoshida Kotaro,Mikami Kensei","Mystery,Romance,Drama,Melodrama "," Wrongfully Accused,Opposites Attract,Revenge,Tragic Past,Filmed Abroad,Investigation  ","A pet groomer at a salon in Shirogane, Nogami Meiko has a lot of celebrity dog-lovers as customers. She cheerfully serves customers with care, and her skills are tried and tested. The salon's owner, Kotomi, has a strong faith in her, and she is admired by her colleagues. Meiko leads a quiet and fulfilling life... however, there is another side to her. She has a plan for revenge that she must accomplish. In truth, when she was 19, she was imprisoned for murder but there was also another side to this case. And just as she's about to execute her plan, she meets a man named Mashima Takuro. She acts mysteriously around him and for some reason, he makes her feel better. Is he the only miscalculation to her? Or a reckoning?",https://i.mydramalist.com/b3yYEc.jpg?v=1,183.0,246.0
1181,the journey 2,Drama,China,12.0,2017,1510,7.8,578,"Fu Xin Bo,Ma Ke,Zhou Yu Tong,Nie Zi Hao,Na Jia Wei,Rocky Luo","Adventure,Comedy,Romance,Supernatural "," Alternate History,Selfish Male Lead,Airhead Female Lead,Interspecies Romance,Fate,Reincarnation,Adapted From A Webtoon,Love Triangle,Time Travel,Fantasy  ","In order to prevent Ya Long from finding Ye Yin in the present, Si Yin recklessly spent a lot of strength to create an virtual world specifically for Ye Yin. Regardless, Ye Yin discovers the truth and eventually meet up with Ya Long. The Teahouse of the Past also receives their last unexpected client. The mystery will eventually be opened in the distant heaven, and the millennium entangled relationship and fate between these three will also come to an end as they discover their past identities.",https://i.mydramalist.com/zoyzOc.jpg?v=1,16424.0,278.0
1182,hammer session!,Drama,Japan,11.0,2010,3071,7.7,1512,"Hayami Mokomichi,Shida Mirai,Higa Manami,Kohinata Fumiyo,Ishiguro Hideo,Takayama Yuko","Friendship,Comedy,School,Youth "," Criminal Male Lead,Teacher Male Lead,High School Festival,Perceptive Male Lead,Honest Female Lead,Trust Issues,Growing Up,Protective Male Lead,Sabotage,Sly Male Lead  ","Two prisoners managed to escape after the police truck carrying them crashed. One of them ,is a gangster. The other called ""Otowa YonKo"" - our protagonist - is a con artist whose cheats money from criminals or terrorists. Accidentally, ""Otowa Yonko"" then becomes the new teacher for the nearby high school, under the new name ""Hachisuka Goro"", and according to a deal of ""Hammer Session"" with the headmaster.",https://i.mydramalist.com/RzdA6_4c.jpg?v=1,148.0,459.0
1183,duang jai akkanee,Drama,Thailand,10.0,2010,1947,7.7,903,"Nadech Kugimiya,Yaya Urassaya Sperbund,Mark Prin Suparat,Boy Pakorn Chatborirak,Mam Jintara Sukapat,Noom Santisuk Promsiri","Comedy,Romance,Family "," Forbidden Love,Enemies To Lovers,Farm Life,Sweet Male Lead,Bickering Couple,Bantering Relationship,Disapproving Family,Old-Young Generation,Family Feud,Family Conflict  ","Destined to become enemies due to the rivalry beginning from their parent's generation, Akkanee (Fai) and Ajjima (Jeed) can never seem to get along. On the contrary, Heaven seemed to have other plans for them. After an unforgettable misunderstanding and the rivalry between the two families, their lives were forever intertwined.
The flowers will start to blossom, but can Fai and Jeed destroy the white fence that is dividing their lands and families? Will Thailand's Romeo and Juliet have a happy ending? - wiki.asianfuse.net",https://i.mydramalist.com/73Woec.jpg?v=1,8897.0,441.0
1184,bokura no yuuki,Drama,Japan,10.0,1997,1165,7.7,412,"Domoto Tsuyoshi,Domoto Koichi,Matsumoto Jun,Kohara Yuki,Hosho Mai,Hakuryu","Friendship,Thriller,Mystery,Sci-Fi "," Virus,Investigation,Suspense,Death,Disaster,Government Control,Hidden Identity,Miniseries,Survival,Character Development  ","After a devastating earthquake strikes Makuhara the northern part of Chiba, 18 year-old Yamato, leaves to Makuhara to find his friend Kiichi who lives in the area. On his way Yamato meets Takeru, who is also traveling to Makuhara as a volunteer in the relief effort. However, when the two arrive at Makuhara they are shocked to find that the city, which is under government lock down, is intact and is managed solely by children after a mysterious virus results in the deaths of all the adults. Forced to survive on their own, the child leaders must save the city and also fight the government, which tries to hide the truth.",https://i.mydramalist.com/eQ1Oe_4c.jpg?v=1,242.0,137.0
1185,awl,Drama,South Korea,12.0,2015,2427,7.8,549,"Ji Hyun Woo,Ahn Nae Sang,Ye Sung,Kim Ga Eun,Kim Hee Won,Hyun Woo","Life,Drama "," Workplace Abuse,Adapted From A Webtoon,Based On True Story  ","Soo In has a timid personality and is easily frightened, but he stands up for justice and does not cower in fear when he feels that he has been wronged. Early on in his military career, he becomes disillusioned with the falling standards and poor morale in an institution that supposedly practices strict discipline. This leads him to leave the military. In his new civilian life, he gets hired by a foreign retail distribution company and becomes the head manager of a large retail store. The retailer he works for slashes labor costs by firing part-time workers before they can qualify for benefits and higher wages. He cannot tolerate the company's poor and immoral treatment, so he decides to fight against the management. However, as he faces pressure from the company, he is forced to seek help from a labor counseling center and meets Go Shin, the center's manager. His only way to win the case is to utilize the Labor Act like a sword in his mission to fight against corruption and illegal corporate behavior. He boldly 'pierces into' the society that suppresses individual people with tyranny, just like an awl that bores a hole into the stiff wall... Soo In's lone fight to reclaim the labor rights workers have forgotten is about to begin!",https://i.mydramalist.com/Z54vJc.jpg?v=1,12429.0,341.0
